"YEAR","MONTH","JURISDICTION","LOCATION","AGE_GROUP","BEST_DETECTION_METHOD","DETECTION_METHOD","AMPHETAMINE","CANNABIS","COCAINE","ECSTASY","METHYLAMPHETAMINE","OTHER","UNKNOWN","NO_DRUGS_DETECTED","COUNT","FINES","ARRESTS","CHARGES"
2023,"07","NSW","Major Cities of Australia","26-39","No","Stage 2","0","1","0","0","0","0","0","Not applicable",62,23,0,39
2023,"07","NSW","Major Cities of Australia","26-39","No","Stage 2","0","1","1","0","0","0","0","Not applicable",6,3,0,3
2023,"07","NSW","Major Cities of Australia","26-39","No","Stage 2","1","0","0","0","0","0","0","Not applicable",80,21,0,59
2023,"07","NSW","Major Cities of Australia","26-39","No","Stage 2","1","0","1","0","0","0","0","Not applicable",8,1,0,7
2023,"07","NSW","Major Cities of Australia","26-39","No","Stage 2","1","1","0","0","0","0","0","Not applicable",25,4,0,21
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",2,0,0,2
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","0","0","0","1","0","0","0","Not applicable",2,2,0,0
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","0","0","1","0","0","0","0","Not applicable",16,7,0,9
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","0","0","1","1","0","0","0","Not applicable",5,1,0,4
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",65,25,0,40
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","0","1","1","0","0","0","0","Not applicable",6,3,0,3
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",74,18,0,56
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","1","0","0","1","0","0","0","Not applicable",4,0,0,4
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","1","0","1","0","0","0","0","Not applicable",5,1,0,4
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",38,7,0,31
2023,"07","NSW","Major Cities of Australia","26-39","Yes","Stage 3","1","1","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","0","0","1","0","0","0","0","Not applicable",9,5,0,4
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","0","1","0","0","0","0","0","Not applicable",39,15,0,24
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","0","1","1","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","1","0","0","0","0","0","0","Not applicable",116,30,0,86
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","1","0","1","0","0","0","0","Not applicable",5,0,0,5
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","1","1","0","0","0","0","0","Not applicable",28,6,0,22
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 1","1","1","1","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","0","0","0","0","0","0","0","Not applicable",25,9,0,16
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","0","0","0","0","0","0","1","Not applicable",2,1,0,1
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","0","0","1","0","0","0","0","Not applicable",7,3,0,4
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","0","1","0","0","0","0","0","Not applicable",29,14,0,15
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","0","1","1","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","1","0","0","0","0","0","0","Not applicable",92,24,0,68
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","1","0","1","0","0","0","0","Not applicable",5,0,0,5
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","1","1","0","0","0","0","0","Not applicable",39,7,0,32
2023,"07","NSW","Major Cities of Australia","40-64","No","Stage 2","1","1","1","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",2,1,0,1
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","0","0","1","0","0","0","0","Not applicable",8,4,0,4
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",33,16,0,17
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","0","1","1","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",97,28,0,69
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","1","0","1","0","0","0","0","Not applicable",6,2,0,4
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",51,7,0,44
2023,"07","NSW","Major Cities of Australia","40-64","Yes","Stage 3","1","1","1","0","0","0","0","Not applicable",3,0,0,3
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 1","0","1","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 1","1","0","0","0","0","0","0","Not applicable",2,0,0,2
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 1","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 2","0","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 2","0","1","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 2","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","65+","No","Stage 2","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Major Cities of Australia","65+","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",2,2,0,0
2023,"07","NSW","Major Cities of Australia","65+","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",2,0,0,2
2023,"07","NSW","Major Cities of Australia","65+","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",2,0,0,2
2023,"07","NSW","Outer Regional Australia","0-16","No","Stage 1","1","0","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Outer Regional Australia","0-16","No","Stage 2","1","1","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Outer Regional Australia","0-16","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 1","0","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 1","0","1","0","0","0","0","0","Not applicable",8,2,0,6
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 1","1","0","0","0","0","0","0","Not applicable",8,2,0,6
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 1","1","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 1","1","1","0","0","0","0","0","Not applicable",3,1,0,2
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 2","0","0","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 2","0","1","0","0","0","0","0","Not applicable",8,2,0,6
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 2","0","1","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 2","1","0","0","0","0","0","0","Not applicable",6,1,0,5
2023,"07","NSW","Outer Regional Australia","17-25","No","Stage 2","1","1","0","0","0","0","0","Not applicable",4,2,0,2
2023,"07","NSW","Outer Regional Australia","17-25","Yes","Stage 3","0","0","0","1","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","17-25","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",9,2,0,7
2023,"07","NSW","Outer Regional Australia","17-25","Yes","Stage 3","0","1","0","1","0","0","0","Not applicable",3,3,0,0
2023,"07","NSW","Outer Regional Australia","17-25","Yes","Stage 3","0","1","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","17-25","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",3,0,0,3
2023,"07","NSW","Outer Regional Australia","17-25","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",4,0,0,4
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 1","0","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 1","0","1","0","0","0","0","0","Not applicable",27,11,0,16
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 1","1","0","0","0","0","0","0","Not applicable",26,4,0,22
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 1","1","0","1","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 1","1","1","0","0","0","0","0","Not applicable",8,5,0,3
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 2","0","0","0","0","0","0","0","Not applicable",7,4,0,3
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 2","0","0","0","0","0","0","1","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 2","0","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 2","0","1","0","0","0","0","0","Not applicable",21,8,0,13
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 2","1","0","0","0","0","0","0","Not applicable",26,5,0,21
2023,"07","NSW","Outer Regional Australia","26-39","No","Stage 2","1","1","0","0","0","0","0","Not applicable",7,3,0,4
2023,"07","NSW","Outer Regional Australia","26-39","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",2,1,0,1
2023,"07","NSW","Outer Regional Australia","26-39","Yes","Stage 3","0","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","26-39","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",23,10,0,13
2023,"07","NSW","Outer Regional Australia","26-39","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",27,5,0,22
2023,"07","NSW","Outer Regional Australia","26-39","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",10,4,0,6
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 1","0","0","1","0","0","0","0","Not applicable",2,2,0,0
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 1","0","1","0","0","0","0","0","Not applicable",17,8,0,9
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 1","1","0","0","0","0","0","0","Not applicable",37,11,0,26
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 1","1","1","0","0","0","0","0","Not applicable",11,4,0,7
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 1","1","1","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 2","0","0","0","0","0","0","0","Not applicable",8,3,0,5
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 2","0","0","0","0","0","0","1","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 2","0","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 2","0","1","0","0","0","0","0","Not applicable",12,7,0,5
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 2","1","0","0","0","0","0","0","Not applicable",27,10,0,17
2023,"07","NSW","Outer Regional Australia","40-64","No","Stage 2","1","1","0","0","0","0","0","Not applicable",19,5,0,14
2023,"07","NSW","Outer Regional Australia","40-64","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","40-64","Yes","Stage 3","0","0","1","0","0","0","0","Not applicable",2,2,0,0
2023,"07","NSW","Outer Regional Australia","40-64","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",14,7,0,7
2023,"07","NSW","Outer Regional Australia","40-64","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",28,10,0,18
2023,"07","NSW","Outer Regional Australia","40-64","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",23,7,0,16
2023,"07","NSW","Outer Regional Australia","65+","No","Stage 1","0","1","0","0","0","0","0","Not applicable",2,0,0,2
2023,"07","NSW","Outer Regional Australia","65+","No","Stage 1","1","1","0","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","65+","No","Stage 2","0","0","0","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Outer Regional Australia","65+","No","Stage 2","0","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","65+","No","Stage 2","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","65+","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Outer Regional Australia","65+","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","17-25","No","Stage 1","0","1","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","17-25","No","Stage 2","0","1","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","17-25","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","26-39","No","Stage 1","0","1","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","26-39","No","Stage 1","1","0","0","0","0","0","0","Not applicable",6,1,0,5
2023,"07","NSW","Remote Australia","26-39","No","Stage 1","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Remote Australia","26-39","No","Stage 2","0","0","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","26-39","No","Stage 2","0","1","0","0","0","0","0","Not applicable",2,1,0,1
2023,"07","NSW","Remote Australia","26-39","No","Stage 2","1","0","0","0","0","0","0","Not applicable",4,0,0,4
2023,"07","NSW","Remote Australia","26-39","No","Stage 2","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Remote Australia","26-39","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Remote Australia","26-39","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",5,0,0,5
2023,"07","NSW","Remote Australia","26-39","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Remote Australia","40-64","No","Stage 1","0","1","0","0","0","0","0","Not applicable",6,3,0,3
2023,"07","NSW","Remote Australia","40-64","No","Stage 1","1","0","0","0","0","0","0","Not applicable",6,1,0,5
2023,"07","NSW","Remote Australia","40-64","No","Stage 1","1","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Remote Australia","40-64","No","Stage 2","0","0","0","0","0","0","0","Not applicable",2,0,0,2
2023,"07","NSW","Remote Australia","40-64","No","Stage 2","0","1","0","0","0","0","0","Not applicable",3,2,0,1
2023,"07","NSW","Remote Australia","40-64","No","Stage 2","1","0","0","0","0","0","0","Not applicable",4,1,0,3
2023,"07","NSW","Remote Australia","40-64","No","Stage 2","1","1","0","0","0","0","0","Not applicable",4,1,0,3
2023,"07","NSW","Remote Australia","40-64","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",5,2,0,3
2023,"07","NSW","Remote Australia","40-64","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",3,1,0,2
2023,"07","NSW","Remote Australia","40-64","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",5,1,0,4
2023,"07","NSW","Remote Australia","65+","No","Stage 1","1","0","0","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Remote Australia","65+","No","Stage 2","1","0","0","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Remote Australia","65+","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",1,1,0,0
2023,"07","NSW","Very Remote Australia","26-39","No","Stage 1","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Very Remote Australia","26-39","No","Stage 2","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NSW","Very Remote Australia","26-39","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"07","NT","Unknown","17-25","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",22,22,0,0
2023,"07","NT","Unknown","26-39","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",20,20,0,0
2023,"07","NT","Unknown","40-64","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",21,21,0,0
2023,"07","VIC","Inner Regional Australia","17-25","Yes","Stage 1","0","0","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Inner Regional Australia","17-25","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",9,0,0,0
2023,"07","VIC","Inner Regional Australia","17-25","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",6,0,0,0
2023,"07","VIC","Inner Regional Australia","17-25","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Inner Regional Australia","17-25","Yes","Stage 1","1","1","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Inner Regional Australia","26-39","Yes","Stage 1","0","0","0","1","0","0","0","Not applicable",3,0,0,0
2023,"07","VIC","Inner Regional Australia","26-39","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",17,0,0,0
2023,"07","VIC","Inner Regional Australia","26-39","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",42,0,0,0
2023,"07","VIC","Inner Regional Australia","26-39","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",9,0,0,0
2023,"07","VIC","Inner Regional Australia","40-64","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",16,0,0,0
2023,"07","VIC","Inner Regional Australia","40-64","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",31,0,0,0
2023,"07","VIC","Inner Regional Australia","40-64","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",20,0,0,0
2023,"07","VIC","Inner Regional Australia","65+","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Inner Regional Australia","65+","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Major Cities of Australia","17-25","Yes","Stage 1","0","0","0","1","0","0","0","Not applicable",3,0,0,0
2023,"07","VIC","Major Cities of Australia","17-25","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",36,0,0,0
2023,"07","VIC","Major Cities of Australia","17-25","Yes","Stage 1","0","1","0","1","0","0","0","Not applicable",4,0,0,0
2023,"07","VIC","Major Cities of Australia","17-25","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",15,0,0,0
2023,"07","VIC","Major Cities of Australia","17-25","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",9,0,0,0
2023,"07","VIC","Major Cities of Australia","17-25","Yes","Stage 1","1","1","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Major Cities of Australia","26-39","Yes","Stage 1","0","0","0","1","0","0","0","Not applicable",3,0,0,0
2023,"07","VIC","Major Cities of Australia","26-39","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",35,0,0,0
2023,"07","VIC","Major Cities of Australia","26-39","Yes","Stage 1","0","1","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Major Cities of Australia","26-39","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",150,0,0,0
2023,"07","VIC","Major Cities of Australia","26-39","Yes","Stage 1","1","0","0","1","0","0","0","Not applicable",2,0,0,0
2023,"07","VIC","Major Cities of Australia","26-39","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",38,0,0,0
2023,"07","VIC","Major Cities of Australia","40-64","Yes","Stage 1","0","0","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Major Cities of Australia","40-64","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",22,0,0,0
2023,"07","VIC","Major Cities of Australia","40-64","Yes","Stage 1","0","1","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Major Cities of Australia","40-64","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",165,0,0,0
2023,"07","VIC","Major Cities of Australia","40-64","Yes","Stage 1","1","0","0","1","0","0","0","Not applicable",2,0,0,0
2023,"07","VIC","Major Cities of Australia","40-64","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",43,0,0,0
2023,"07","VIC","Major Cities of Australia","65+","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",4,0,0,0
2023,"07","VIC","Major Cities of Australia","65+","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",2,0,0,0
2023,"07","VIC","Outer Regional Australia","17-25","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",5,0,0,0
2023,"07","VIC","Outer Regional Australia","17-25","Yes","Stage 1","0","1","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Outer Regional Australia","26-39","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",4,0,0,0
2023,"07","VIC","Outer Regional Australia","26-39","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",8,0,0,0
2023,"07","VIC","Outer Regional Australia","26-39","Yes","Stage 1","1","0","0","1","0","0","0","Not applicable",1,0,0,0
2023,"07","VIC","Outer Regional Australia","26-39","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",5,0,0,0
2023,"07","VIC","Outer Regional Australia","40-64","Yes","Stage 1","0","1","0","0","0","0","0","Not applicable",2,0,0,0
2023,"07","VIC","Outer Regional Australia","40-64","Yes","Stage 1","1","0","0","0","0","0","0","Not applicable",5,0,0,0
2023,"07","VIC","Outer Regional Australia","40-64","Yes","Stage 1","1","1","0","0","0","0","0","Not applicable",6,0,0,0
2023,"07","WA","Unknown","0-16","Yes","Not applicable","0","0","0","0","0","0","1","Not applicable",0,0,0,1
2023,"07","WA","Unknown","17-25","Yes","Not applicable","0","0","0","0","0","0","1","Not applicable",0,0,0,50
2023,"07","WA","Unknown","26-39","Yes","Not applicable","0","0","0","0","0","0","1","Not applicable",0,0,2,181
2023,"07","WA","Unknown","40-64","Yes","Not applicable","0","0","0","0","0","0","1","Not applicable",0,0,1,161
2023,"07","WA","Unknown","65+","Yes","Not applicable","0","0","0","0","0","0","1","Not applicable",0,0,0,3
2023,"08","ACT","Major Cities of Australia","17-25","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",2,0,0,2
2023,"08","ACT","Major Cities of Australia","17-25","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",1,0,0,1
2023,"08","ACT","Major Cities of Australia","17-25","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"08","ACT","Major Cities of Australia","26-39","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"08","ACT","Major Cities of Australia","26-39","Yes","Stage 3","1","0","0","0","0","1","0","Not applicable",1,0,0,1
2023,"08","ACT","Major Cities of Australia","26-39","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",2,0,1,2
2023,"08","ACT","Major Cities of Australia","40-64","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",3,0,2,3
2023,"08","ACT","Major Cities of Australia","40-64","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",1,0,0,1
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 1","0","0","1","0","0","0","0","Not applicable",2,1,0,1
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 1","0","1","0","0","0","0","0","Not applicable",44,23,0,21
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 1","0","1","1","0","0","0","0","Not applicable",2,0,0,2
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 1","1","0","0","0","0","0","0","Not applicable",19,7,0,12
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 1","1","1","0","0","0","0","0","Not applicable",5,3,0,2
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 2","0","0","0","0","0","0","0","Not applicable",6,4,0,2
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 2","0","0","1","0","0","0","0","Not applicable",3,1,0,2
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 2","0","1","0","0","0","0","0","Not applicable",42,20,0,22
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 2","1","0","0","0","0","0","0","Not applicable",15,6,0,9
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 2","1","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"08","NSW","Inner Regional Australia","17-25","No","Stage 2","1","1","0","0","0","0","0","Not applicable",5,2,0,3
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","0","0","0","0","0","1","Not applicable",1,0,0,1
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","0","0","1","0","0","0","Not applicable",1,1,0,0
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","1","0","0","0","0","0","Not applicable",43,24,0,19
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","1","0","1","0","0","0","Not applicable",2,1,0,1
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","1","1","0","0","0","0","Not applicable",1,0,0,1
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","0","1","1","1","0","0","0","Not applicable",1,1,0,0
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","1","0","0","0","0","0","0","Not applicable",16,5,0,11
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","1","0","0","1","0","0","0","Not applicable",1,0,0,1
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","1","0","1","0","0","0","0","Not applicable",1,1,0,0
2023,"08","NSW","Inner Regional Australia","17-25","Yes","Stage 3","1","1","0","0","0","0","0","Not applicable",4,0,0,4
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 1","0","0","1","0","0","0","0","Not applicable",4,0,0,4
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 1","0","1","0","0","0","0","0","Not applicable",40,20,0,20
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 1","0","1","1","0","0","0","0","Not applicable",2,0,0,2
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 1","1","0","0","0","0","0","0","Not applicable",77,14,0,63
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 1","1","0","1","0","0","0","0","Not applicable",1,0,0,1
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 1","1","1","0","0","0","0","0","Not applicable",15,3,0,12
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 2","0","0","0","0","0","0","0","Not applicable",10,3,0,7
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 2","0","0","1","0","0","0","0","Not applicable",2,0,0,2
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 2","0","1","0","0","0","0","0","Not applicable",32,18,0,14
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 2","0","1","1","0","0","0","0","Not applicable",2,0,0,2
2023,"08","NSW","Inner Regional Australia","26-39","No","Stage 2","1","0","0","0","0","0","0","Not applicable",60,11,0,49
