"YEAR","MONTH","JURISDICTION","DETECTION_METHOD","FINES","ARRESTS","CHARGES","POSITIVE_RESULTS","TESTS_CONDUCTED"
2023,"06","NSW","Laboratory or Toxicology (Stage 3)",25,0,127,152,443192
2023,"06","NSW","Laboratory or Toxicology (Stage 3)",27,0,25,52,443192
2023,"06","NSW","Laboratory or Toxicology (Stage 3)",30,0,58,88,443192
2023,"06","NSW","Laboratory or Toxicology (Stage 3)",36,0,28,64,443192
2023,"06","NSW","Laboratory or Toxicology (Stage 3)",36,0,30,66,443192
2023,"06","NSW","Laboratory or Toxicology (Stage 3)",44,0,61,105,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",0,0,1,15,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",0,0,2,18,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",0,0,3,3,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",0,0,4,4,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",0,0,5,5,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,0,5,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,1,8,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,2,6,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,3,12,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,6,7,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,9,10,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",1,0,21,22,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",2,0,0,4,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",2,0,2,4,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",2,0,6,16,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",2,0,7,9,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",2,0,14,16,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",3,0,12,15,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",3,0,13,16,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",4,0,5,9,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",4,0,8,12,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",4,0,9,13,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",5,0,13,18,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",5,0,43,48,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",6,0,10,16,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",6,0,42,48,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",7,0,4,11,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",7,0,12,19,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",7,0,18,25,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",7,0,37,44,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",8,0,22,30,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",9,0,3,12,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",9,0,11,20,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",9,0,16,25,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",10,0,9,19,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",10,0,16,26,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",10,0,36,46,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",14,0,16,30,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",15,0,63,78,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",15,0,79,94,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",22,0,34,56,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",22,0,128,150,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",23,0,76,99,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",24,0,19,43,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",28,0,28,56,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",30,0,26,56,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",33,0,45,78,443192
2023,"06","NSW","Secondary Confirmatory (Stage 2)",40,0,52,92,443192
2023,"06","NT","Indicator (Stage 1)",1,0,0,1,7933
2023,"06","NT","Indicator (Stage 1)",11,0,0,11,7933
2023,"06","NT","Indicator (Stage 1)",14,0,0,14,7933
2023,"06","NT","Indicator (Stage 1)",19,0,0,19,7933
2023,"06","TAS","Indicator (Stage 1)",0,0,0,222,9975
2023,"06","VIC","Indicator (Stage 1)",0,0,0,660,232433
2023,"06","WA","Indicator (Stage 1)",0,0,0,349,142755
2023,"06","WA","Laboratory or Toxicology (Stage 3)",0,0,0,326,142755
2023,"06","WA","Not applicable",0,0,2,0,142755
2023,"06","WA","Not applicable",0,0,29,0,142755
2023,"06","WA","Not applicable",0,0,130,0,142755
2023,"06","WA","Not applicable",0,1,152,0,142755
2023,"06","WA","Secondary Confirmatory (Stage 2)",0,0,0,347,142755
2023,"07","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,3,4634
2023,"07","ACT","Laboratory or Toxicology (Stage 3)",0,0,3,3,4634
2023,"07","ACT","Laboratory or Toxicology (Stage 3)",0,1,2,2,4634
2023,"07","ACT","Laboratory or Toxicology (Stage 3)",0,1,3,6,4634
2023,"07","NSW","Indicator (Stage 1)",0,0,1,8,215123
2023,"07","NSW","Indicator (Stage 1)",0,0,2,14,215123
2023,"07","NSW","Indicator (Stage 1)",0,0,5,10,215123
2023,"07","NSW","Indicator (Stage 1)",0,0,8,8,215123
2023,"07","NSW","Indicator (Stage 1)",0,0,12,12,215123
2023,"07","NSW","Indicator (Stage 1)",1,0,0,8,215123
2023,"07","NSW","Indicator (Stage 1)",1,0,1,14,215123
2023,"07","NSW","Indicator (Stage 1)",1,0,2,3,215123
2023,"07","NSW","Indicator (Stage 1)",1,0,5,12,215123
2023,"07","NSW","Indicator (Stage 1)",2,0,0,2,215123
2023,"07","NSW","Indicator (Stage 1)",2,0,1,6,215123
2023,"07","NSW","Indicator (Stage 1)",2,0,3,10,215123
2023,"07","NSW","Indicator (Stage 1)",2,0,4,6,215123
2023,"07","NSW","Indicator (Stage 1)",2,0,6,16,215123
2023,"07","NSW","Indicator (Stage 1)",3,0,2,5,215123
2023,"07","NSW","Indicator (Stage 1)",3,0,3,6,215123
2023,"07","NSW","Indicator (Stage 1)",3,0,10,13,215123
2023,"07","NSW","Indicator (Stage 1)",4,0,3,14,215123
2023,"07","NSW","Indicator (Stage 1)",4,0,7,11,215123
2023,"07","NSW","Indicator (Stage 1)",4,0,20,24,215123
2023,"07","NSW","Indicator (Stage 1)",4,0,21,25,215123
2023,"07","NSW","Indicator (Stage 1)",4,0,22,26,215123
2023,"07","NSW","Indicator (Stage 1)",5,0,3,8,215123
2023,"07","NSW","Indicator (Stage 1)",5,0,4,9,215123
2023,"07","NSW","Indicator (Stage 1)",5,0,17,22,215123
2023,"07","NSW","Indicator (Stage 1)",6,0,22,28,215123
2023,"07","NSW","Indicator (Stage 1)",8,0,9,17,215123
2023,"07","NSW","Indicator (Stage 1)",9,0,7,16,215123
2023,"07","NSW","Indicator (Stage 1)",9,0,15,24,215123
2023,"07","NSW","Indicator (Stage 1)",9,0,18,27,215123
2023,"07","NSW","Indicator (Stage 1)",11,0,16,27,215123
2023,"07","NSW","Indicator (Stage 1)",11,0,26,37,215123
2023,"07","NSW","Indicator (Stage 1)",15,0,24,39,215123
2023,"07","NSW","Indicator (Stage 1)",24,0,63,87,215123
2023,"07","NSW","Indicator (Stage 1)",24,0,68,92,215123
2023,"07","NSW","Indicator (Stage 1)",25,0,43,68,215123
2023,"07","NSW","Indicator (Stage 1)",28,0,40,68,215123
2023,"07","NSW","Indicator (Stage 1)",30,0,86,116,215123
2023,"07","NSW","Indicator (Stage 1)",34,0,86,120,215123
2023,"07","NSW","Indicator (Stage 1)",44,0,41,85,215123
2023,"07","NSW","Indicator (Stage 1)",48,0,30,78,215123
2023,"07","NSW","Indicator (Stage 1)",54,0,41,95,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,19,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,12,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,6,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,4,8,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,5,10,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,8,8,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",0,0,10,10,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,9,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,10,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,9,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",1,0,4,15,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,8,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,1,12,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,2,4,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,3,10,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,4,6,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,7,9,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",2,0,17,19,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",3,0,0,3,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",3,0,3,6,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",3,0,10,13,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",4,0,2,6,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",4,0,3,7,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",4,0,4,8,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",4,0,6,10,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",5,0,3,8,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",5,0,22,27,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",7,0,7,14,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",7,0,9,16,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",7,0,16,23,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",7,0,31,38,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",7,0,44,51,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",9,0,6,15,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",10,0,13,23,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",10,0,18,28,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",13,0,45,58,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",16,0,17,33,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",18,0,33,51,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",18,0,43,61,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",18,0,56,74,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",25,0,37,62,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",25,0,40,65,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",25,0,69,94,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",28,0,69,97,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",40,0,40,80,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",45,0,23,68,215123
2023,"07","NSW","Laboratory or Toxicology (Stage 3)",53,0,40,93,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,1,17,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,2,4,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,3,3,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,4,4,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,5,5,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,6,6,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",0,0,11,11,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",1,0,0,9,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",1,0,1,12,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",1,0,3,16,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",1,0,5,6,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",1,0,7,8,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",2,0,1,9,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",2,0,2,4,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",2,0,5,7,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",2,0,6,8,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",3,0,3,6,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",3,0,4,21,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",3,0,5,8,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",3,0,14,17,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",4,0,1,5,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",4,0,2,6,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",4,0,3,7,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",4,0,21,25,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",5,0,5,10,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",5,0,14,19,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",5,0,21,26,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",6,0,14,20,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",6,0,18,24,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",7,0,5,12,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",7,0,6,13,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",7,0,30,37,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",7,0,32,39,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",8,0,13,21,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",9,0,3,12,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",9,0,16,25,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",10,0,9,19,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",10,0,17,27,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",11,0,7,18,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",14,0,15,29,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",15,0,13,28,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",18,0,32,50,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",20,0,37,57,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",21,0,53,74,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",21,0,59,80,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",21,0,65,86,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",23,0,39,62,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",24,0,68,92,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",32,0,36,68,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",40,0,26,66,215123
2023,"07","NSW","Secondary Confirmatory (Stage 2)",43,0,35,78,215123
2023,"07","NT","Indicator (Stage 1)",20,0,0,20,7329
2023,"07","NT","Indicator (Stage 1)",21,0,0,21,7329
2023,"07","NT","Indicator (Stage 1)",22,0,0,22,7329
2023,"07","TAS","Indicator (Stage 1)",0,0,0,183,9689
2023,"07","VIC","Indicator (Stage 1)",0,0,0,732,223862
2023,"07","WA","Indicator (Stage 1)",0,0,0,404,116074
2023,"07","WA","Laboratory or Toxicology (Stage 3)",0,0,0,389,116074
2023,"07","WA","Not applicable",0,0,1,0,116074
2023,"07","WA","Not applicable",0,0,3,0,116074
2023,"07","WA","Not applicable",0,0,50,0,116074
2023,"07","WA","Not applicable",0,1,161,0,116074
2023,"07","WA","Not applicable",0,2,181,0,116074
2023,"07","WA","Secondary Confirmatory (Stage 2)",0,0,0,412,116074
2023,"08","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,5,8186
2023,"08","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,2,8186
2023,"08","ACT","Laboratory or Toxicology (Stage 3)",0,1,2,2,8186
2023,"08","ACT","Laboratory or Toxicology (Stage 3)",0,2,3,3,8186
2023,"08","NSW","Indicator (Stage 1)",0,0,1,9,238018
2023,"08","NSW","Indicator (Stage 1)",0,0,2,8,238018
2023,"08","NSW","Indicator (Stage 1)",0,0,4,12,238018
2023,"08","NSW","Indicator (Stage 1)",0,0,7,7,238018
2023,"08","NSW","Indicator (Stage 1)",0,0,13,13,238018
2023,"08","NSW","Indicator (Stage 1)",1,0,0,7,238018
2023,"08","NSW","Indicator (Stage 1)",1,0,1,6,238018
2023,"08","NSW","Indicator (Stage 1)",1,0,4,5,238018
2023,"08","NSW","Indicator (Stage 1)",1,0,8,9,238018
2023,"08","NSW","Indicator (Stage 1)",1,0,12,13,238018
2023,"08","NSW","Indicator (Stage 1)",2,0,0,6,238018
2023,"08","NSW","Indicator (Stage 1)",2,0,1,3,238018
2023,"08","NSW","Indicator (Stage 1)",2,0,3,5,238018
2023,"08","NSW","Indicator (Stage 1)",3,0,1,4,238018
2023,"08","NSW","Indicator (Stage 1)",3,0,2,5,238018
2023,"08","NSW","Indicator (Stage 1)",3,0,3,6,238018
2023,"08","NSW","Indicator (Stage 1)",3,0,12,15,238018
2023,"08","NSW","Indicator (Stage 1)",3,0,17,20,238018
2023,"08","NSW","Indicator (Stage 1)",4,0,4,8,238018
2023,"08","NSW","Indicator (Stage 1)",4,0,10,14,238018
2023,"08","NSW","Indicator (Stage 1)",4,0,12,16,238018
2023,"08","NSW","Indicator (Stage 1)",4,0,14,18,238018
2023,"08","NSW","Indicator (Stage 1)",5,0,1,6,238018
2023,"08","NSW","Indicator (Stage 1)",7,0,12,19,238018
2023,"08","NSW","Indicator (Stage 1)",12,0,20,32,238018
2023,"08","NSW","Indicator (Stage 1)",14,0,56,70,238018
2023,"08","NSW","Indicator (Stage 1)",14,0,63,77,238018
2023,"08","NSW","Indicator (Stage 1)",15,0,68,83,238018
2023,"08","NSW","Indicator (Stage 1)",16,0,40,56,238018
2023,"08","NSW","Indicator (Stage 1)",18,0,25,43,238018
2023,"08","NSW","Indicator (Stage 1)",20,0,20,40,238018
2023,"08","NSW","Indicator (Stage 1)",23,0,21,44,238018
2023,"08","NSW","Indicator (Stage 1)",25,0,24,49,238018
2023,"08","NSW","Indicator (Stage 1)",27,0,24,51,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,22,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,12,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,6,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,4,8,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,5,5,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,10,10,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",0,0,11,11,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,11,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,10,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,3,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",1,0,3,8,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",1,0,4,5,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,8,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",2,0,3,5,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",3,0,1,8,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",3,0,10,13,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",4,0,4,8,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",4,0,10,14,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",5,0,1,6,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",5,0,11,16,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",6,0,22,28,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",6,0,26,32,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",7,0,25,32,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",9,0,47,56,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",9,0,59,68,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",11,0,16,27,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",11,0,25,36,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",12,0,31,43,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",12,0,47,59,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",18,0,21,39,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",21,0,18,39,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",22,0,20,42,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",24,0,19,43,238018
2023,"08","NSW","Laboratory or Toxicology (Stage 3)",25,0,21,46,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",0,0,1,14,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",0,0,2,14,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",0,0,5,5,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",0,0,7,7,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",0,0,8,8,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",0,0,10,10,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",1,0,0,8,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",1,0,1,4,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",1,0,2,3,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",1,0,3,8,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",1,0,5,6,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",2,0,1,12,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",2,0,3,5,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",3,0,1,4,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",3,0,3,6,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",3,0,7,10,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",3,0,9,12,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",4,0,2,12,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",4,0,3,7,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",4,0,19,23,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",5,0,6,11,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",5,0,11,16,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",5,0,25,30,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",6,0,9,15,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",7,0,51,58,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",8,0,23,31,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",9,0,5,14,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",9,0,12,21,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",9,0,15,24,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",9,0,25,34,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",11,0,49,60,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",12,0,31,43,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",13,0,46,59,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",14,0,18,32,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",18,0,14,32,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",18,0,20,38,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",20,0,21,41,238018
2023,"08","NSW","Secondary Confirmatory (Stage 2)",20,0,22,42,238018
2023,"08","NT","Indicator (Stage 1)",1,0,0,1,7918
2023,"08","NT","Indicator (Stage 1)",11,0,0,11,7918
2023,"08","NT","Indicator (Stage 1)",14,0,0,28,7918
2023,"08","TAS","Indicator (Stage 1)",0,0,0,216,9618
2023,"08","VIC","Indicator (Stage 1)",0,0,0,752,234632
2023,"08","WA","Indicator (Stage 1)",0,0,0,543,174137
2023,"08","WA","Laboratory or Toxicology (Stage 3)",0,0,0,511,174137
2023,"08","WA","Not applicable",0,0,4,0,174137
2023,"08","WA","Not applicable",0,0,54,0,174137
2023,"08","WA","Not applicable",0,0,202,0,174137
2023,"08","WA","Not applicable",0,0,213,0,174137
2023,"08","WA","Secondary Confirmatory (Stage 2)",0,0,0,544,174137
2023,"09","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,3,4357
2023,"09","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,2,4357
2023,"09","ACT","Laboratory or Toxicology (Stage 3)",0,0,3,3,4357
2023,"09","ACT","Laboratory or Toxicology (Stage 3)",0,1,1,2,4357
2023,"09","ACT","Laboratory or Toxicology (Stage 3)",0,1,4,4,4357
2023,"09","ACT","Laboratory or Toxicology (Stage 3)",0,2,3,3,4357
2023,"09","NSW","Indicator (Stage 1)",0,0,1,11,281182
2023,"09","NSW","Indicator (Stage 1)",0,0,2,16,281182
2023,"09","NSW","Indicator (Stage 1)",0,0,3,6,281182
2023,"09","NSW","Indicator (Stage 1)",1,0,0,4,281182
2023,"09","NSW","Indicator (Stage 1)",1,0,1,8,281182
2023,"09","NSW","Indicator (Stage 1)",1,0,2,3,281182
2023,"09","NSW","Indicator (Stage 1)",1,0,3,4,281182
2023,"09","NSW","Indicator (Stage 1)",1,0,5,6,281182
2023,"09","NSW","Indicator (Stage 1)",1,0,8,9,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,0,2,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,1,9,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,2,4,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,5,7,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,9,11,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,12,14,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,14,16,281182
2023,"09","NSW","Indicator (Stage 1)",2,0,18,20,281182
2023,"09","NSW","Indicator (Stage 1)",3,0,1,4,281182
2023,"09","NSW","Indicator (Stage 1)",3,0,15,18,281182
2023,"09","NSW","Indicator (Stage 1)",4,0,4,8,281182
2023,"09","NSW","Indicator (Stage 1)",4,0,9,13,281182
2023,"09","NSW","Indicator (Stage 1)",4,0,10,14,281182
2023,"09","NSW","Indicator (Stage 1)",4,0,15,19,281182
2023,"09","NSW","Indicator (Stage 1)",5,0,4,9,281182
2023,"09","NSW","Indicator (Stage 1)",6,0,5,11,281182
