"YEAR","MONTH","JURISDICTION","DETECTION_METHOD","FINES","ARRESTS","CHARGES","POSITIVE_RESULTS","TESTS_CONDUCTED"
2023,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,4,4002
2023,"01","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,6,4002
2023,"01","ACT","Laboratory or Toxicology (Stage 3)",0,1,1,2,4002
2023,"01","ACT","Laboratory or Toxicology (Stage 3)",0,1,3,3,4002
2023,"01","ACT","Laboratory or Toxicology (Stage 3)",0,1,6,6,4002
2023,"01","NSW","Indicator (Stage 1)",0,0,1,12,384428
2023,"01","NSW","Indicator (Stage 1)",0,0,2,8,384428
2023,"01","NSW","Indicator (Stage 1)",0,0,3,6,384428
2023,"01","NSW","Indicator (Stage 1)",0,0,10,20,384428
2023,"01","NSW","Indicator (Stage 1)",1,0,0,8,384428
2023,"01","NSW","Indicator (Stage 1)",1,0,1,4,384428
2023,"01","NSW","Indicator (Stage 1)",1,0,2,3,384428
2023,"01","NSW","Indicator (Stage 1)",1,0,3,8,384428
2023,"01","NSW","Indicator (Stage 1)",1,0,4,5,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,0,6,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,1,3,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,2,4,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,3,5,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,5,14,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,6,8,384428
2023,"01","NSW","Indicator (Stage 1)",2,0,9,11,384428
2023,"01","NSW","Indicator (Stage 1)",3,0,1,4,384428
2023,"01","NSW","Indicator (Stage 1)",3,0,4,14,384428
2023,"01","NSW","Indicator (Stage 1)",3,0,10,13,384428
2023,"01","NSW","Indicator (Stage 1)",4,0,7,11,384428
2023,"01","NSW","Indicator (Stage 1)",5,0,2,7,384428
2023,"01","NSW","Indicator (Stage 1)",6,0,4,10,384428
2023,"01","NSW","Indicator (Stage 1)",6,0,6,12,384428
2023,"01","NSW","Indicator (Stage 1)",8,0,19,27,384428
2023,"01","NSW","Indicator (Stage 1)",9,0,32,41,384428
2023,"01","NSW","Indicator (Stage 1)",9,0,57,66,384428
2023,"01","NSW","Indicator (Stage 1)",10,0,19,29,384428
2023,"01","NSW","Indicator (Stage 1)",12,0,8,20,384428
2023,"01","NSW","Indicator (Stage 1)",14,0,25,39,384428
2023,"01","NSW","Indicator (Stage 1)",14,0,64,78,384428
2023,"01","NSW","Indicator (Stage 1)",18,0,48,66,384428
2023,"01","NSW","Indicator (Stage 1)",19,0,27,46,384428
2023,"01","NSW","Indicator (Stage 1)",26,0,24,50,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,26,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,8,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,3,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,4,4,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",0,0,10,10,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,13,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,6,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,12,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,3,4,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,4,5,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,8,9,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",1,0,22,23,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,4,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,1,6,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,2,4,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,3,5,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,4,6,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,5,7,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,8,10,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",2,0,14,16,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,1,4,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,2,5,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,3,6,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",3,0,4,7,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",4,0,3,7,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",4,0,5,9,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",5,0,16,21,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",7,0,16,23,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",8,0,18,26,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",8,0,20,28,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",9,0,49,58,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",10,0,17,27,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",10,0,50,60,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",12,0,6,18,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",13,0,17,30,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",18,0,22,40,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",18,0,45,63,384428
2023,"01","NSW","Laboratory or Toxicology (Stage 3)",24,0,21,45,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",0,0,1,15,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",0,0,2,6,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",0,0,3,12,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,0,5,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,1,2,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,2,3,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,3,8,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,5,6,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,9,10,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,11,12,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",1,0,15,16,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,0,6,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,1,3,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,2,8,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,4,6,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,5,14,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,6,8,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,8,10,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",2,0,10,12,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",3,0,2,5,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",3,0,3,6,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",3,0,14,17,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",4,0,3,14,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",4,0,6,10,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",4,0,15,19,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",5,0,2,7,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",5,0,9,14,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",7,0,15,22,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",8,0,12,20,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",8,0,15,23,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",9,0,25,34,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",10,0,8,18,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",10,0,51,122,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",12,0,17,29,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",13,0,13,26,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",15,0,7,22,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",15,0,19,34,384428
2023,"01","NSW","Secondary Confirmatory (Stage 2)",17,0,37,54,384428
2023,"01","NT","Indicator (Stage 1)",10,0,0,10,8263
2023,"01","NT","Indicator (Stage 1)",17,0,0,17,8263
2023,"01","NT","Indicator (Stage 1)",21,0,0,21,8263
2023,"01","QLD","Indicator (Stage 1)",0,27,11853,11853,1910302
2023,"01","TAS","Indicator (Stage 1)",0,0,0,146,14091
2023,"01","VIC","Indicator (Stage 1)",0,0,0,856,267142
2023,"01","WA","Indicator (Stage 1)",0,0,0,603,185756
2023,"01","WA","Laboratory or Toxicology (Stage 3)",0,0,0,576,185756
2023,"01","WA","Not applicable",0,0,1,0,185756
2023,"01","WA","Not applicable",0,0,2,0,185756
2023,"01","WA","Not applicable",0,0,75,0,185756
2023,"01","WA","Not applicable",0,0,225,0,185756
2023,"01","WA","Not applicable",0,1,246,0,185756
2023,"01","WA","Secondary Confirmatory (Stage 2)",0,0,0,604,185756
2023,"02","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,1,2289
2023,"02","ACT","Laboratory or Toxicology (Stage 3)",0,0,3,3,2289
2023,"02","ACT","Laboratory or Toxicology (Stage 3)",0,1,1,3,2289
2023,"02","ACT","Laboratory or Toxicology (Stage 3)",0,1,2,2,2289
2023,"02","ACT","Laboratory or Toxicology (Stage 3)",0,2,4,4,2289
2023,"02","ACT","Laboratory or Toxicology (Stage 3)",0,3,5,5,2289
2023,"02","NSW","Indicator (Stage 1)",0,0,1,10,225364
2023,"02","NSW","Indicator (Stage 1)",0,0,2,2,225364
2023,"02","NSW","Indicator (Stage 1)",0,0,4,4,225364
2023,"02","NSW","Indicator (Stage 1)",0,0,5,5,225364
2023,"02","NSW","Indicator (Stage 1)",1,0,0,4,225364
2023,"02","NSW","Indicator (Stage 1)",1,0,1,4,225364
2023,"02","NSW","Indicator (Stage 1)",1,0,2,6,225364
2023,"02","NSW","Indicator (Stage 1)",1,0,3,8,225364
2023,"02","NSW","Indicator (Stage 1)",1,0,4,5,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,0,2,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,1,6,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,3,5,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,9,11,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,10,12,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,13,15,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,14,16,225364
2023,"02","NSW","Indicator (Stage 1)",2,0,18,20,225364
2023,"02","NSW","Indicator (Stage 1)",3,0,0,3,225364
2023,"02","NSW","Indicator (Stage 1)",3,0,1,12,225364
2023,"02","NSW","Indicator (Stage 1)",3,0,2,5,225364
2023,"02","NSW","Indicator (Stage 1)",3,0,3,6,225364
2023,"02","NSW","Indicator (Stage 1)",3,0,13,16,225364
2023,"02","NSW","Indicator (Stage 1)",4,0,3,7,225364
2023,"02","NSW","Indicator (Stage 1)",4,0,11,15,225364
2023,"02","NSW","Indicator (Stage 1)",5,0,1,6,225364
2023,"02","NSW","Indicator (Stage 1)",5,0,3,8,225364
2023,"02","NSW","Indicator (Stage 1)",5,0,6,11,225364
2023,"02","NSW","Indicator (Stage 1)",5,0,8,13,225364
2023,"02","NSW","Indicator (Stage 1)",6,0,10,16,225364
2023,"02","NSW","Indicator (Stage 1)",13,0,16,29,225364
2023,"02","NSW","Indicator (Stage 1)",14,0,38,52,225364
2023,"02","NSW","Indicator (Stage 1)",15,0,20,35,225364
2023,"02","NSW","Indicator (Stage 1)",16,0,46,62,225364
2023,"02","NSW","Indicator (Stage 1)",18,0,60,78,225364
2023,"02","NSW","Indicator (Stage 1)",22,0,56,78,225364
2023,"02","NSW","Indicator (Stage 1)",23,0,29,52,225364
2023,"02","NSW","Indicator (Stage 1)",23,0,39,62,225364
2023,"02","NSW","Indicator (Stage 1)",24,0,28,52,225364
2023,"02","NSW","Indicator (Stage 1)",31,0,22,53,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,15,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,10,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,6,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",0,0,4,4,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,13,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,10,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,3,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,3,8,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,6,7,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",1,0,15,16,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,4,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,1,9,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,2,4,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,7,18,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",2,0,8,10,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,0,3,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,2,10,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",3,0,8,11,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,1,10,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,2,6,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,3,7,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,7,11,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",4,0,8,12,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",7,0,23,30,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",7,0,24,31,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",7,0,48,55,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",10,0,26,36,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",10,0,31,41,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",11,0,19,30,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",11,0,27,38,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",12,0,14,26,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",13,0,19,32,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",19,0,49,68,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",20,0,36,56,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",24,0,28,52,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",26,0,26,52,225364
2023,"02","NSW","Laboratory or Toxicology (Stage 3)",29,0,23,52,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",0,0,1,12,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",0,0,2,12,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",0,0,3,6,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",0,0,4,4,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",0,0,6,6,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",1,0,0,8,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",1,0,1,10,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",1,0,2,9,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",1,0,7,16,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",2,0,1,6,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",2,0,2,4,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",2,0,4,12,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",3,0,0,3,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",3,0,1,8,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",3,0,2,10,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",3,0,3,6,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",3,0,8,11,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",4,0,1,5,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",4,0,6,10,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",4,0,8,12,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",4,0,9,13,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",4,0,14,18,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",4,0,15,19,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",5,0,10,15,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",7,0,7,14,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",7,0,14,21,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",7,0,23,30,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",10,0,15,25,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",10,0,16,26,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",10,0,20,30,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",11,0,10,21,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",11,0,30,41,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",12,0,29,41,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",13,0,18,31,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",13,0,45,58,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",15,0,27,42,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",16,0,21,37,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",18,0,21,39,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",21,0,52,73,225364
2023,"02","NSW","Secondary Confirmatory (Stage 2)",24,0,18,42,225364
2023,"02","NT","Indicator (Stage 1)",6,0,0,6,11545
2023,"02","NT","Indicator (Stage 1)",14,0,0,14,11545
2023,"02","NT","Indicator (Stage 1)",23,0,0,23,11545
2023,"02","TAS","Indicator (Stage 1)",0,0,0,153,13460
2023,"02","VIC","Indicator (Stage 1)",0,0,0,715,176609
2023,"02","WA","Indicator (Stage 1)",0,0,0,519,156629
2023,"02","WA","Laboratory or Toxicology (Stage 3)",0,0,0,487,156629
2023,"02","WA","Not applicable",0,0,1,0,156629
2023,"02","WA","Not applicable",0,0,4,0,156629
2023,"02","WA","Not applicable",0,0,69,0,156629
2023,"02","WA","Not applicable",0,0,193,0,156629
2023,"02","WA","Not applicable",0,0,215,0,156629
2023,"02","WA","Secondary Confirmatory (Stage 2)",0,0,0,524,156629
2023,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,1,5,8642
2023,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,2,6,8642
2023,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,3,3,8642
2023,"03","ACT","Laboratory or Toxicology (Stage 3)",0,0,4,4,8642
2023,"03","ACT","Laboratory or Toxicology (Stage 3)",0,1,2,2,8642
2023,"03","NSW","Indicator (Stage 1)",0,0,1,11,225376
2023,"03","NSW","Indicator (Stage 1)",0,0,2,6,225376
2023,"03","NSW","Indicator (Stage 1)",0,0,3,6,225376
2023,"03","NSW","Indicator (Stage 1)",1,0,0,7,225376
2023,"03","NSW","Indicator (Stage 1)",1,0,1,4,225376
2023,"03","NSW","Indicator (Stage 1)",1,0,2,6,225376
2023,"03","NSW","Indicator (Stage 1)",1,0,4,5,225376
2023,"03","NSW","Indicator (Stage 1)",1,0,6,7,225376
2023,"03","NSW","Indicator (Stage 1)",2,0,0,2,225376
2023,"03","NSW","Indicator (Stage 1)",2,0,1,3,225376
2023,"03","NSW","Indicator (Stage 1)",2,0,2,4,225376
2023,"03","NSW","Indicator (Stage 1)",2,0,3,5,225376
2023,"03","NSW","Indicator (Stage 1)",2,0,4,6,225376
2023,"03","NSW","Indicator (Stage 1)",2,0,8,10,225376
2023,"03","NSW","Indicator (Stage 1)",3,0,2,5,225376
2023,"03","NSW","Indicator (Stage 1)",3,0,6,18,225376
2023,"03","NSW","Indicator (Stage 1)",3,0,18,21,225376
2023,"03","NSW","Indicator (Stage 1)",4,0,3,7,225376
2023,"03","NSW","Indicator (Stage 1)",4,0,14,18,225376
2023,"03","NSW","Indicator (Stage 1)",4,0,18,22,225376
2023,"03","NSW","Indicator (Stage 1)",5,0,6,11,225376
2023,"03","NSW","Indicator (Stage 1)",5,0,7,12,225376
2023,"03","NSW","Indicator (Stage 1)",5,0,8,13,225376
2023,"03","NSW","Indicator (Stage 1)",5,0,12,17,225376
2023,"03","NSW","Indicator (Stage 1)",5,0,27,32,225376
2023,"03","NSW","Indicator (Stage 1)",6,0,3,9,225376
2023,"03","NSW","Indicator (Stage 1)",7,0,5,24,225376
2023,"03","NSW","Indicator (Stage 1)",8,0,8,16,225376
2023,"03","NSW","Indicator (Stage 1)",9,0,20,29,225376
2023,"03","NSW","Indicator (Stage 1)",10,0,16,26,225376
2023,"03","NSW","Indicator (Stage 1)",14,0,10,24,225376
2023,"03","NSW","Indicator (Stage 1)",16,0,54,70,225376
2023,"03","NSW","Indicator (Stage 1)",16,0,78,94,225376
2023,"03","NSW","Indicator (Stage 1)",20,0,29,49,225376
2023,"03","NSW","Indicator (Stage 1)",27,0,94,121,225376
2023,"03","NSW","Indicator (Stage 1)",30,0,40,70,225376
2023,"03","NSW","Indicator (Stage 1)",31,0,102,133,225376
2023,"03","NSW","Indicator (Stage 1)",35,0,21,56,225376
2023,"03","NSW","Indicator (Stage 1)",35,0,47,82,225376
2023,"03","NSW","Indicator (Stage 1)",41,0,44,85,225376
2023,"03","NSW","Indicator (Stage 1)",43,0,38,81,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",0,0,1,27,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",0,0,2,6,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",0,0,3,3,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",0,0,5,5,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",1,0,0,10,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",1,0,1,10,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",1,0,2,15,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",1,0,5,6,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",2,0,0,6,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",2,0,1,6,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",2,0,2,4,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",2,0,3,5,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",3,0,1,4,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",3,0,2,5,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",3,0,4,7,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",3,0,5,24,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",3,0,8,11,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",3,0,18,21,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",4,0,0,8,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",4,0,4,8,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",4,0,8,12,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",4,0,9,13,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",5,0,2,7,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",5,0,3,8,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",5,0,22,27,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",6,0,0,6,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",6,0,5,11,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",6,0,9,15,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",7,0,3,10,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",7,0,12,19,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",9,0,40,49,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",10,0,33,43,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",11,0,30,41,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",11,0,63,74,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",13,0,36,49,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",16,0,25,41,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",16,0,43,59,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",18,0,80,98,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",25,0,89,114,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",30,0,33,63,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",33,0,22,55,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",33,0,35,68,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",37,0,44,81,225376
2023,"03","NSW","Laboratory or Toxicology (Stage 3)",41,0,32,73,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",0,0,1,15,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",0,0,2,8,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",1,0,0,10,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",1,0,1,4,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",1,0,2,3,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",1,0,3,4,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",1,0,6,7,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",1,0,11,12,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",2,0,1,6,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",2,0,2,12,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",2,0,3,5,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",2,0,6,8,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",2,0,8,10,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",3,0,0,3,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",3,0,2,5,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",3,0,8,11,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",4,0,3,7,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",4,0,4,8,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",4,0,7,11,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",4,0,13,17,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",5,0,2,7,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",5,0,5,10,225376
2023,"03","NSW","Secondary Confirmatory (Stage 2)",5,0,6,11,225376
